TT,Nhóm mẫu,Số hiệu,Họ,Loài,Tác giả,Tên việt,Nơi thu,Ngày thu,Long,Lat,CT,IUCN,SĐVN,KT,TP,LC/MN,Thông tin
8,Thân mềm,E.57303,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Thuyền Chài,29.10.2020,08°15'52.2,113°21'45.5,,LC,,1,,1,"28. Ốc cối đầu tím – Lettered Cone
Kích thước: trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái học: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m  
Phân bố: - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam  
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
6,Thân mềm,E.57353,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"28. Ốc cối đầu tím – Lettered Cone
Kích thước: trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái học: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m  
Phân bố: - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam  
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
7,Thân mềm,E.57387,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Nam Yết,14.04.2021,10°10'35.9,114°21'45.5,,LC,,1,,1,"28. Ốc cối đầu tím – Lettered Cone
Kích thước: trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái học: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m  
Phân bố: - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam  
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
9,Thân mềm,E.57393,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Thuyền Chài,01.05.2021,08°16'14.3,113°21'28.7,1,LC,,1,,1,"28. Ốc cối đầu tím – Lettered Cone
Kích thước: trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái học: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m  
Phân bố: - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam  
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
37,Thân mềm,E.57358,Conidae,Conus lividus,"Hwass in Bruguière, 1792",Ốc cối vai ngấn,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Tên tiếng Anh: Livid Cone
Tên tiếng Việt: Ốc cối vai ngấn
Kích thước: trung bình 3,5-4,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 5,2 cm
Nơi sống: Sống ở đáy cát hoặc đá, độ sâu từ 3-30 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
40,Thân mềm,E.57360,Conidae,Conus quercinus,"[Lightfoot], 1786",Ốc cối da vàng,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Tên tiếng Anh: Oak Cone
Tên tiếng Việt: Ốc cối da vàng
Kích thước: trung bình 5-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm
Nơi sống: Sống nơi đáy cát, vùng dưới triều đến độ sâu 70 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương     - Việt Nam: Vùng biển Bình Định, Khánh Hòa, Cà Ná, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
60,Thân mềm,E.57290,Muricidae,Coralliophila violacea,"(Kiener, 1836)","Ốc san hô miệng tím 
Silver Conch",Nam Yết,11.10.2020,10°11'08.8,114°22'05.32,,,,1,,1,"Ốc san hô miệng tím - Coralliophila violacea (Kiener, 1836)

Nơi sống: Đáy cát vùng rạn san hô 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
                  - Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv…
Kích thước: Trung bình 7-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 9,5 cm
Giá trị sử dụng: Dùng làm hàng mỹ nghệ

Nơi thu: Nam Yết, ngày 11/10/2020"
4,Thân mềm,E.57293,Cypraeidae,Cypraea tigris,"Linnaeus, 1758","Ốc sứ vân hổ
Tiger Cowry",Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,,,,1,,1,"Ốc sứ vân hổ - Cypraea tigris (Linnaeus, 1758)

Nơi sống: Trên đá, rạn san hô, vùng triều đến độ sâu 40 m   
Phân bố:  - Thế giới: Vùng biển Tây Nam Thái Bình Dương  
                  - Việt Nam: Vùng biển các tỉnh phía Bắc, Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, Phú Quốc, vv… 
Kích thước: Trung bình 8 - 12cm. Mẫu lớn nhất có kích cỡ đạt tới 14 cm
Giá trị sử dụng: Dùng làm hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020"
2,Thân mềm,E.57321,Cypraeidae,Cypraea tigris,"Linnaeus, 1758",Ốc sứ vân hổ,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Ốc sứ vân hổ - Tiger Cowry 
Kích thước: trung bình 8 - 12cm. Mẫu lớn nhất có kích cỡ đạt tới 14 cm
Sinh thái học: Sống trên đá, rạn san hô, vùng triều đến độ sâu 40 m   
Phân bố:  - Thế giới: Vùng biển Tây Nam Thái Bình Dương  
  - Việt Nam: Vùng biển các tỉnh phía Bắc, Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, Phú Quốc, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
3,Thân mềm,E.57386,Cypraeidae,Cypraea tigris,"Linnaeus, 1758",Ốc sứ vân hổ,Nam Yết,14.04.2021,10°10'35.9,114°21'45.5,,,,1,,1,"Ốc sứ vân hổ - Tiger Cowry 
Kích thước: trung bình 8 - 12cm. Mẫu lớn nhất có kích cỡ đạt tới 14 cm
Sinh thái học: Sống trên đá, rạn san hô, vùng triều đến độ sâu 40 m   
Phân bố:  - Thế giới: Vùng biển Tây Nam Thái Bình Dương  
  - Việt Nam: Vùng biển các tỉnh phía Bắc, Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, Phú Quốc, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
44,Thân mềm,E.57363,Muricidae,Drupa morum,"Röding, 1798",Ốc gai miệng tím,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,1,,,1,,1,"Tên tiếng Anh: Purple Pacific Drupe
Tên tiếng Việt: Ốc gai dẹp mặt tím 
Kích thước: trung bình 2,5-3 cm. Mẫu lớn nhất có kích cỡ đạt tới 3,5 cm
Nơi sống: Sống trên các rạn đá hoặc san hô, độ sâu từ 1-15 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
43,Thân mềm,E.57366,Muricidae,Drupa ricinus,"(Linnaeus, 1758)",Ốc gai miệng vàng,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Tên tiếng Anh: Prickly Pacific Drupe
Tên tiếng Việt: Ốc gai chỉ vàng
Kích thước: trung bình 2-2,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 3 cm
Nơi sống: Sống trên các rạn đá hoặc san hô, độ sâu từ 1-15 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
51,Thân mềm,E.57367,Muricidae,Drupa rubusidaeus,"Röding, 1798",Ốc gai miệng đỏ,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Tên tiếng Anh: Strawberry Drupe
Tên tiếng Việt: Ốc gai tím đỏ
Kích thước: trung bình 3-4 cm. Mẫu lớn nhất có kích cỡ đạt tới 5 cm
Nơi sống: Sống trên các rạn đá hoặc san hô, độ sâu từ 1-16 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
52,Thân mềm,E.57400,Muricidae,Drupa rubusidaeus,"Röding, 1798",Ốc gai miệng đỏ,Tốc Tan,17.10.2020,08°49'38.3,113°56'06.5,,,,1,,1,"Tên tiếng Anh: Strawberry Drupe
Tên tiếng Việt: Ốc gai tím đỏ
Kích thước: trung bình 3-4 cm. Mẫu lớn nhất có kích cỡ đạt tới 5 cm
Nơi sống: Sống trên các rạn đá hoặc san hô, độ sâu từ 1-16 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
34,Thân mềm,E.57316,Muricidae,Drupella cornus,"(Röding, 1798)",Ốc gai hột nhọn,Song Tử Tây,30.03.2021,11°26'07.0,114°20'04.5,,,,1,,1,"Tên tiếng Anh: Horn Drupe
Tên tiếng Việt: Ốc gai hột nhọn
Kích thước: trung bình 3-3,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 4,5 cm
Nơi sống: Sống trên các rạn đá, độ sâu từ 5-30 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, Côn Đảo, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
31,Thân mềm,E.57362,Fasciolariidae,Filifusus filamentosus,"(Röding, 1798)",Ốc thoi đỏ,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,1,,,1,,1,"Tên tiếng Anh: Filamentosus Horn Cone
Tên tiếng Việt: Ốc thoi đỏ
Kích thước: trung bình 10-14 cm. Mẫu lớn nhất có kích cỡ đạt tới 17 cm
Nơi sống: Sống trên các rạn đá, độ sâu từ 1-35 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Côn Đảo, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
23,Thân mềm,E.57289,Lucinidae,Fimbria fimbriata,"(Linnaeus, 1758)","Sò tròn dài
Common Basket Lucina",Đá Nam,06.10.2020,11°24'57,114°19'30.8,,,,,,,"Sò tròn dài - Fimbria fimbriata (Linnaeus, 1758) 

Nơi sống: Ở đáy cát gần các rạn san hô, độ sâu từ 5-50 m 
Phân bố: - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
                - Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv… 
Kích thước: Trung bình 6-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm
Giá trị sử dụng: Dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Đá Nam, ngày 6/10/2020"
19,Thân mềm,E.57288,Strombidae,Harpago chiragra,"(Linnaeus, 1758)","Ốc bàn tay quéo
Chiragra Spider Conch",Đá Nam,06.10.2020,11°24'57,114°19'30.8,1,,,1,1,,"Ốc bàn tay quéo - Harpago chiragra (Linnaeus, 1758)

Nơi sống: Ở đáy cát trong vùng rạn san hô, độ sâu từ 1-25 m
Phân bố:  -Thế giới: Vùng biển đông Ấn Độ Dương đến Polynesia 
                - Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, vv… 
Kích thước: Trung bình 17-25 cm. Mẫu lớn nhất có kích cỡ đạt tới 32 cm
Giá trị sử dụng: Dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Đá Nam, ngày 6/10/2020"
20,Thân mềm,E.57295,Strombidae,Harpago chiragra,"(Linnaeus, 1758)",Ốc bàn tay quéo,Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,1,,,1,1,,"Tên tiếng Anh: Chiragra Spider Conch
Tên tiếng Việt: Ốc bàn tay quéo
Kích thước: trung bình 17-25 cm. Mẫu lớn nhất có kích cỡ đạt tới 32 cm
Nơi sống: Sống ở đáy cát trong vùng rạn san hô, độ sâu từ 1-25 m
Phân bố:  -Thế giới: Vùng biển đông Ấn Độ Dương đến Polynesia 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, vv… 
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020"
58,Thân mềm,E.57306,Tridacnidae,Hippopus hippopus,"(Linnaeus, 1758)",Trai tai nghé,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,1,,VU,,,,"Trai tai nghé – Bear Paw Clam 
Kích thước: trung bình 30-40cm. Mẫu lớn nhất có kích cỡ đạt tới 70 cm
Sinh thái học: Sống trên các rạn san hô, độ sâu 3-20 m  
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
  - Việt Nam: Vùng biển Khánh Hòa, vv… 
Giá trị sử dụng: chưa rõ"
59,Thân mềm,E.57390,Tridacnidae,Hippopus hippopus,"(Linnaeus, 1758)",Trai tai nghé,Tốc Tan,17.10.2020,08°49'38.3,113°56'06.5,1,,VU,,,,"Trai tai nghé – Bear Paw Clam 
Kích thước: trung bình 30-40cm. Mẫu lớn nhất có kích cỡ đạt tới 70 cm
Sinh thái học: Sống trên các rạn san hô, độ sâu 3-20 m  
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
  - Việt Nam: Vùng biển Khánh Hòa, vv… 
Giá trị sử dụng: chưa rõ"
25,Thân mềm,E.57310,Strombidae,Lambis lambis,"(Linnaeus, 1758)",Ốc bàn tay ria,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,1,,,1,1,,"Tên tiếng Anh: Common Spider Conch
Tên tiếng Việt: Ốc bàn tay ria
Kích thước: trung bình 18-20 cm. Mẫu lớn nhất có kích cỡ đạt tới 25 cm
Nơi sống: Sống ở đáy cát trong vùng rạn san hô, độ sâu từ 1-25 m
Phân bố:  - Thế giới: Vùng biển Ấn Độ – Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Côn Đảo, vv….
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
24,Thân mềm,E.57334,Strombidae,Lambis lambis,"(Linnaeus, 1758)",Ốc bàn tay ria,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,1,,,1,1,,"Tên tiếng Anh: Common Spider Conch
Tên tiếng Việt: Ốc bàn tay ria
Kích thước: trung bình 18-20 cm. Mẫu lớn nhất có kích cỡ đạt tới 25 cm
Nơi sống: Sống ở đáy cát trong vùng rạn san hô, độ sâu từ 1-25 m
Phân bố:  - Thế giới: Vùng biển Ấn Độ – Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Côn Đảo, vv….
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
62,Thân mềm,E.57311,Strombidae,Lentigo lentiginosus,"(Linnaeus, 1758)",Ốc nhảy da cóc,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,1,,,1,1,,"Tên tiếng Anh: Silver Conch
Tên tiếng Việt: Ốc nhảy da cóc
Kích thước: trung bình 7-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 9,5 cm
Nơi sống: Sống đáy cát vùng rạn san hô 
Phân bố:         - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương                
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv…
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
61,Thân mềm,E.57335,Strombidae,Lentigo lentiginosus,"(Linnaeus, 1758)",Ốc nhảy da cóc,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,1,,"Tên tiếng Anh:Violet Mouth Coral Shell
Tên tiếng Việt: Ốc san hô miệng tím
Kích thước: trung bình 1,5-2 cm. Mẫu lớn nhất có kích cỡ đạt tới 2,5 cm
Nơi sống: Sống ở vùng rạn san hô, độ sâu từ 1-40 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv…
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
35,Thân mềm,E.57403,Cypraeidae,Luria isabella,"(Linnaeus, 1758)",Ốc sứ đầu cam,Tốc Tan,17.10.2020,08°49'38.3,113°56'06.5,1,,,,,,"Tên tiếng Anh: Isabella Cowrie
Tên tiếng Việt: Ốc sứ đầu đỏ
Kích thước: trung bình 2-3 cm. Mẫu lớn nhất có kích cỡ đạt tới 3,7 cm
Nơi sống: Sống trong các hốc đá hoặc san hô, độ sâu từ 1-25 m
Phân bố:  - Thế giới: Vùng biển Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Côn Đảo, vv….
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
38,Thân mềm,E.57323,Cypraeidae,Lyncina lynx,"(Linnaeus, 1758)",Ốc sứ bông chấm đen,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,1,,,1,,1,"Tên tiếng Anh: Lynx Cowrie
Tên tiếng Việt: Ốc sứ đầu đỏ
Kích thước: trung bình 3-4 cm. Mẫu lớn nhất có kích cỡ đạt tới 5 cm
Nơi sống: Sống trong các hốc đá hoặc san hô, độ sâu từ 1-20 m
Phân bố:  - Thế giới: Vùng biển Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv….
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
18,Thân mềm,E.57368,Muricidae,Mancinella armigera,"Link, 1807",Ốc đá,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,,,,"Tên tiếng Anh: Belligerent Rock Shell
Tên tiếng Việt: Ốc gai vàng ụ thô
Kích thước: trung bình 5-6 cm. Mẫu lớn nhất có kích cỡ đạt tới 9 cm
Nơi sống: Sống ở trong các rạn đá, độ sâu từ 1-15 m
Phân bố:  - Thế giới: Vùng biển Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, vv….
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
33,Thân mềm,E.57309,Cypraeidae,Monetaria annulus,"(Linnaeus, 1758)",Ốc sứ vòng vàng,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,,,,1,,1,"Tên tiếng Anh: Gold Ring Cowrie
Tên tiếng Việt: Ốc sứ vòng vàng
Kích thước: trung bình 2-2,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 3 cm
Nơi sống: Sống ở đáy cát quanh các rạn san hô, độ sâu từ 1-10 m
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, Côn Đảo, vv….
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
45,Thân mềm,E.57325,Cypraeidae,Monetaria caputserpentis,"(Linnaeus, 1758)",Ốc sứ đen,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Tên tiếng Anh: Serpent’s Head Cowrie
Tên tiếng Việt: Ốc sứ Serpent
Kích thước: trung bình 3-3,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 4 cm
Nơi sống: Sống ở đáy cát quanh các rạn san hô hoặc cỏ bển, độ sâu từ 1-10 m
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Côn Đảo, vv….
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
