TT,Nhóm mẫu,Số hiệu,Họ,Loài,Tác giả,Tên việt,Nơi thu,Ngày thu,Long,Lat,CT,IUCN,SĐVN,KT,TP,LC/MN,Thông tin
339,Thực vật biển,E.10,Caulerpaceae,Caulerpa falcifolia,Harvey & Bailey 1851,Rong Guột,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Caulerpa

Đặc điểm: Rong có màu xanh lá cây. . Thân bò có đường kính 1-1,5 mm mọc trên đá hoặc cát. Thân đứng có chiều cao lên đến 4-8 cm, đường kính 1,2-1,5 mm, một khoảng 5mm tính từ gốc không phân nhánh nhỏ, trên đó chia nhánh đơn hoặc thỉnh thoảng chia chạc hai. Nhánh nhỏ xếp tỏa tròn 6-8 dọc trên thân đứng, dẹp, dài 3,5-4 mm, đường kính 0,7-0,9 mm, dày 0,2-0,25 mm, cong hướng lên trên, đỉnh nhọn, thắt ở gốc, không chồng lên nhau.
Sinh học, sinh thái: Trên nền san hô chết ở mực triều giữa
Phân bố:
Thế giới: Châu Âu, Châu Mỹ, Trung Quốc, Nhật Bản, Hàn Quốc, Nga, Indonesia, Malaysia, Philippines, Myanmar, Singapore 
Việt Nam:Quy Nhơn, Hòn Thu"
340,Thực vật biển,E.13,Caulerpaceae,Caulerpa lentillifera,J.Agardh 1837,Rong Guột bi,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Caulerpa

Đặc điểm: Rong có màu lục đậm nhưng rễ giả không màu. Loài này có thân bò chia nhánh, đường kính 1-2 µm, rễ giả mọc ra từ phía dưới thân bò; thân đứng phát triển từ thân bò, đơn hoặc chia nhánh, dài đến 9 cm, rộng (không kể nhánh túi) 1-1,5 mm. Nhánh phụ (nhánh-túi) gần như hình cầu, tròn, cỡ 1,9-2,2 mm, hầu như phủ kín toàn bộ thân đứng, đoạn cuống của túi hình cầu thường that lại ở ngay chỗ nối với túi. 
Sinh học, sinh thái: Rong mọc trên bờ đá thuộc vùng triều thấp; tìm được vào mùa xuân hè.
Phân bố: Thế giới: Nhật Bản, Philippin, Ôxtrâylia, Hawai, Hồng Hải,...Ở Viêt Nam:Bà Rịa-Vũng Tàu (Côn Đảo: mũi Chim Chim), Kiên Giang (Phú Quốc)"
341,Thực vật biển,E.17,Caulerpaceae,Caulerpa racemosa,var. macrophysa (Sonder ex Kützing) W.R.Taylor 1928,"Rong Guột chùm,rong cầu lục chùm",,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Caulerpa

Đặc điểm: Rong có màu lục đậm khi khô bám chặt lên giấy. Rong mọc từng nhóm hoặc riêng lẻ bám bằng rễ giả màu trắng, chia nhánh dài 1,5cm; thân bò có dạng trụ đường kính 2-2,5mm. Từ thân bò tách ra thành 1-2 nhánh mọc lên thành thân đứng cao 3-7cm. Từ thân đứng mọc ra các nhánh có túi hình quả lê, hình nón hay dạng củ hành ngược với đường kính 3-6mm.
Sinh học, sinh thái: rong mọc trên đá vùng triều thấp hoặc vùng dưới triều. Theo Taylor (1960) Caulerpa racemosa var. macrophysa có thể phân bố tới độ sâu 90-110m, chúng phát triển tốt vào xuân và hè.
Phân bố: 
Thế giới: Phân bố ở vùng Ấn Độ - Thái Bình Dương, châu Đại Dương, Trung Quốc, Nhật Bản, Philippines, Indonesia…
Việt Nam: Nam Du. Còn bắt gặp phân bố tại Cồn Cỏ, Lý Sơn, Trường Sa lớn, Phú Quý, Thổ Chu…
Giá trị sử dụng: Thực phẩm, chữa huyết áp thấp, thấp khớp, gây mê."
342,Thực vật biển,E.7,Caulerpaceae,Caulerpa sertularioides,(S.G.Gmelin) M.Howe 1905,Rong Cầu lục có răng  hoặc Rong Guột lông chim,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Caulerpa

Đặc điểm:Rong có màu xanh lá cây. Rong mọc thành bụi rậm, hình dạng bên ngoài nhìn rất giống lông cánh chim. Bám bằng rễ giả, chia nhánh ngẫu nhiên không theo quy luật có chiều dài 1,5cm. Thân bò có dạng trụ tròn hay trụ dẹp đường kính 0,8-1mm, không hoặc chia nhánh rất ít. Thân đứng mọc từ thân bò cao từ 4-6cm hoặc hơn, mọc cách nhau từ 0,5-2,5cm, từ thân đứng lại mọc các nhánh trụ hình roi có hình trụ, dài 0,5-0,8cm rộng 150-200µ, mọc đối nhau gồm 78 đôi trông giống như hình một lông cánh chim nhưng mọc cách không đè chồng lên nhau trên một mặt phẳng, không thắt ở đáy và phần đầu nhọn
Sinh học, sinh thái: Rong sinh trưởng và phát triển ở vùng ít sóng thuộc vùng triều giữa đến vùng triều thấp vào mùa xuân và hè. Trong các tùng, áng kín yên sóng rong mọc quanh năm, độ phủ dày đặc
Phân bố: Thế giới: Trung Quốc, Nhật Bản, Philippin, Macsan (Thái Bình Dương), Ôxtrâylia, Niu Calêđônia, Hồng Hải, An Độ Dương, Trung Mỹ, Marianna,…Ở Việt Nam:Khánh Hòa, Ninh Thuận, Quảng Ninh (Hạ Long), Đà Nẵng (Hoàng Sa), Khánh Hoà (Trường Sa), Bà Rịa Vũng Tàu (Côn Đảo)."
343,Thực vật biển,E.9,Caulerpaceae,Caulerpa taxifolia,(M.Vahl) C.Agardh 1817,Rong Guột liềm,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Caulerpa

Đặc điểm: Rong có màu lục nhạt (màu lá chuối non), thân bò màu xanh trắng, rễ giả màu trắng. Rong cao 3-7cm, đường kính 1-1,5mm. Thân bò dạng trụ tròn, bò lan trên nền đáy, chia nhánh, rễ giả dài 2-3cm. Thân chính có dạng dài hẹp hay trụ dẹp có thể chia nhánh hoặc không, mọc sát nhau, cuống dài 1-2cm, nhánh nhỏ có hình lưỡi liềm, có đinh nhọn, hơi thắt lại ở phần gốc sắp xếp theo kiểu đối xứng hoặc lông chim dọc theo hai mép của thân đứng, và hầu hết nằm trên cùng một mặt phẳng, hình dạng thân đứng cùng với các nhánh nhỏ trông giống như một lông cánh chim hoặc giống như lá của loài Dương xỉ lông gà
Sinh học, sinh thái: Rong mọc thành từng đám thường thấy trên đá hoặc trên cát hoặc bùn cát trong vịnh, ở vùng triều thấp và phần trên của vùng dưới triều, chúng mọc tốt vào mùa xuân và đầu hè và tàn lụi vào cuối hè và đầu thu.
Phân bố: Thế giới: Trung Quốc, Nhật Bản, Malaysia. Indonesia, Phillipin, Ấn Độ Dương,..Việt Nam: Quảng Ninh, Hải Phòng, Khánh Hòa, Vũng Tàu, Kiên Giang,..
Giá trị: làm thuốc chữa bệnh, làm thực phẩm,..."
344,Thực vật biển,E.14,Cladophoraceae,Chaetomorpha aerea,(Dillwyn) Kützing 1849,Rong tóc đốt nhẹ ,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Cladophorales
Chi: Chaetomorpha

Đặc điểm: Rong có màu lục sáng. Rong dạng sợi như tóc, mọc đứng, dài 2-6 cm, bám bằng tế bào gốc, chiều dài gấp 5-7 lần chiều ngang (40-50 µm), thon dẩn lại ở gốc, chia thuỳ hay phiến. Chiều ngang của tế bào ở phần giữa sợi 50-200 µm, vỏ dầy 9-12 µm, càng lên trên tế bào càng rộng hơn, tế bào đỉnh phình rộng ra dạng bán cầu, rộng 200-250 µm, vỏ dầy 15-21 µm. Chiều dài của các lóng không đều, thường dài bằng hoặc gấp 1,5 lần ngang. Túi bào tử động hình thành ở các tế bào phía trên hình cầu đường kính 400-500 µm.
Sinh học, sinh thái: Loài rong này phát triển vào cuối thu đến đầu mùa hè, phát triển tốt nhất vào tháng 3-4. Rong phủ trên đáy hoặc gài rối với rong khác ở vùng triều đến dưới triều, nơi nước yên đến chảy nhẹ. 
Phân bố: 
Thế giới: Đại Tây Dương, Địa Trung Hải, Ấn Độ Dương, Trung Quốc, Nhật Bản, Triều Tiên, Đài Loan, Nga, Indonesia, Philippines, Singapore, Thái Lan, Australia,…
Việt Nam: Hải Phòng, Thanh Hóa, Hà Tĩnh, Bà Rịa – Vũng Tàu."
345,Thực vật biển,E.2,Cladophoraceae,Chaetomorpha antennina,(Bory) Kützing 1847,Rong Tóc đốt cần,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Cladophorales
Chi: Chaetomorpha

Đặc điểm:Rong có màu lục nhạt hoặc lục đậm. Rong có dạng sợi, mọc chung thành cụm, cao 10-20cm, bám bằng rễ giả hình thành từ phần dưới của tế bào gốc, tế bào gốc có hình nêm phần đáy có rễ giả chia nhánh, trên nhánh của rễ giả có thể mọc lên các sợi rong mới. Tế bào gốc dài 6-8mm, rông 120-150µ, tế bào phần trên rộng 410-520µ, tế bào phần giữa dạng trụ tròn dài 520-890µ rộng 320-410µ. Tế bào đỉnh dài 390-520µ, rộng 320-406µ.
Sinh học, sinh thái: Loài rong này bắt đầu mọc từ tháng 12 đến tháng 6 năm sau,mọc tốt nhất vào mùa đông và tàn tụi vào mùa mưa bão. Chúng bám chặt trên đá nơi có sóng rất mạnh ở vùng triều cao đến vùng triều giữa.
Phân bố: 
Thế giới:Nhật Bản, Trung Quốc, Ấn Độ, Philippin, Indônêxia, Xamoa, Oxtrâylia, Trung và Nam Mỹ, Braxin
Việt Nam:Hải Phòng (Đồ Sơn), Thanh Hoá (Sầm Sơn), Nghệ An (Quỳnh Lưu). Hà Tĩnh (Thạch Hà), Quảng Bình (Bố Trạch), Quảng Trị (Vĩnh Linh), Thừa Thiên- Huế (Phú Lộc), Ninh Thuận (Mỹ Hòa), Bà Rịa- Vũng Tàu (Vũng Tàu), Kiên Giang (Phú Quốc)."
346,Thực vật biển,E.58,Liagoraceae,Dermonema virens,(J.Agardh) Pedroche & Ávila Ortíz 1996,Rong sừng,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Nemaliales
Chi: Dermonema

Đặc điểm: Rong có màu nâu đỏ ở phần gốc và xanh lục ở phần đỉnh trên, chiều cao khoảng 5cm, rong mềm và trơn bám chặt trên bàn bám. Thân có chiều rộng 0,5-1,0 mm, hình trụ và phân nhánh kép, thuôn nhọn về phía đầu. Phần gốc của rong rộng hơn so với phần ngọn và thường có sự phân chia nhánh. Nhìn trên mặt cắt ngang, lõi gồm các sợi không màu, cài vào nhau tạo thành các sợi đồng hóa có đường kính lớn hơn.
Sinh học, sinh thái: Rong bám trên đá hoặc các rạn san hô nơi có sóng nhiều, phát triển mạnh vào các mùa cuối đông đến hè
Phân bố: 
Thế giới: Trung Quốc, Nhật Bản, Malaysia,..
Việt Nam: Phú Yên, Khánh Hòa"
347,Thực vật biển,E.60,Galaxauraceae,Dichotomaria marginata,(J.Ellis & Solander) Lamarck 1816,Rong Vú bò đốt,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Nemaliales
Chi: Dichotomaria

Đặc điểm: Rong có màu đỏ kem, vôi hóa vừa phải,  chiều cao từ 3,5-10cm, phân nhánh chạc 2, Phiến rong phẳng với phần mép dày rộng 1,5-3 mm dày 0,2-3,8 mm, phần đế các trục chính có dạng trụ và dẹp lại về phía đầu. Phần lõi có các sợi tế bào xếp thưa có đường kính 8-15µ trộn lẫn với lớp keo nhầy. Vỏ dày 2-3 tế bào; tế bào trong cùng dày 25-65 µm, rộng 50-100 µm, màu sắc nhạt; Nhìn từ bề mặt tứ bào tử của rong có cuống, hình bầu dục hoặc hình cầu đường kính 22-40 µm, dài 30-60 µm, thành dày, không có cạnh bên, đỉnh hiếm khi nhọn; tế bào dưới bề mặt mang 1-3 tế bào bề mặt; tế bào bề mặt của giao tử rong cod hình bầu dục hoặc hình trụ hẹp, đường kính 10-16 µm, dài 25-45 µm, đỉnh tù; các tế bào dưới bề mặt hình tam giác, nén lại, không màu, dính các cạnh, mang một tế bào bề mặt; bề mặt có sợi giống như sợi tóc hiếm gặp.
Sinh học, sinh thái: Rong mọc đơn lẻ hay từng cụm ở các vùng thủy triều, trên các bãi cạn rạn san hô chết ở độ sâu 3m
Phân bố:
Thế giới: Thái Bình Dương Mexico, Thái Bình Dương Costa Rica, Thái Bình Dương Panama, Ecuador
Việt Nam: Khánh Hòa, Quảng Ngãi, Quảng Trị,.."
348,Thực vật biển,E.26,Dictyotaceae,Dictyopteris delicatula,J.V.Lamouroux 1809,Rong Võng gân hẹp,,,,,,,,,,,"Ngành: Ngành rong Nâu (Ochrophyta, Phaeophyceae)
Bộ: Dictyotales
Chi: Dictyopteris

Đặc điểm: Rong có màu nâu vàng hay nâu lục, cao 3,5-6cm, rộng 2,5-4mm, phiến mỏng, bàn bám dạng đĩa tròn, chia nhánh dạng chạc hai kép, đỉnh các nhánh thường xẻ hai và hơi tù, viền mép bằng, nhẵn hoặc nhăn, gân giữa nhìn rõ ràng. Nhìn trên mặt cắt ngang, phần gân gồm 5-6 hàng tế bào nhỏ hình chữ nhật hay đa giác, phần kế tiếp chỉ có 2 hàng tế bào lớn hình chữ nhật, phần gần mép của phiến rong giữa hai tế bào lớn còn có một số tế bào nhỏ hình tròn hay hình chữ nhật có màu sẫm. Ổ lông xếp thành một hàng dọc hai bên đường gân giữa
Sinh học, sinh thái: Rong bám trên đá ở vùng triều thấp và vùng dưới triều vào mùa xuân và mùa hè
Phân bố:
Thế giới: Ấn Độ, Braxin, Trung Quốc,...
Việt Nam: Quảng Bình, Khánh Hòa, Bình Thuận,...
Giá trị sử dụng: chiết alginat, làm phân bón"
349,Thực vật biển,E.28,Dictyotaceae,Dictyota dichotoma,(Hudson) J.V.Lamouroux 1809,"Rong Võng chạc, Rong Võng tảo",,,,,,,,,,,"Ngành: Ngành rong Nâu (Ochrophyta, Phaeophyceae)
Bộ: Dictyotales
Chi: Dictyota

Đặc điểm:Rong có màu vàng nâu. Rong dạng đai, màu nâu vàng, cao 10 – 15 cm, rộng 2 – 5 mm, gốc có bàn bám dạng đĩa nhỏ, chung quanh có nhiều rễ giả dạng nhỏ như lông nhung; phần trên chia nhánh chạc hai. Nhánh dẹp, chiều rộng ở phần trên đều đặn, phần dưới rộng; mép nguyên, đỉnh nhánh tròn hoặc hơi nhọn, chia chạc hai, góc nhánh hẹp.
Sinh học, Sinh thái:Rong mọc trên vùng hạ duyên hải hay mực hạ duyên hải
Phân bố: thế giới:Ấn Độ Dương, Nga, Trung Quốc, Đông Nam Á. Việt Nam:Vùng biển Miền Nam Việt Nam."
350,Thực vật biển,E.23,Dictyotaceae,Dictyota hauckiana,Nizamuddin 1975,Rong Võng,,,,,,,,,,,"Ngành: Ngành rong Nâu (Ochrophyta, Phaeophyceae)
Bộ: Dictyotales
Chi: Dictyota

Đặc điểm: Có màu nâu vàng đến nâu sẫm, cao 15-35 cm, rộng 2-4 cm bề mặt nhám hoặc gồ ghề, gốc có bàn bám dạng đĩa,  phân nhánh dạng xẻ 2, phần đầu tù không nhọn, nhánh phụ mọc ra nhiều hơn ở phần gốc, và có cấu trúc giống như phần thân chính, cách nhau 2-5mm, dài 0,5-3,0 cm, rộng 0,2-0,5 cm.Gồm ba lớp tế bào có dạng hình vuông hoặc hình chữ nhật.
Sinh học, sinh thái: Loài rong này được tìm thấy mọc chung với các loài rong khác ở ven bờ độ sâu 1-2m
Phân bố: 
Thế giới: Tây Ấn thuộc Đan Mạch, Ấn Độ, Pakistan, Seychelles và Sri Lanka, Nhật Bản
Việt Nam: Ninh Thuận"
